"method","path","group","path_parameters","bearer_capable","content_type","source_bundles"
"DELETE","/api/v2/users/{user_id}/user_bookmarks/","users","user_id","True",,"71280-e984758c9379dc61.js"
"GET","/api/v2/users/{user_id}/user_bookmarks/","users","user_id","True",,"71280-e984758c9379dc61.js"
"PATCH","/api/v2/users/{user_id}/user_bookmarks/","users","user_id","True","application/json","71280-e984758c9379dc61.js"
"POST","/api/v2/users/{user_id}/user_bookmarks/","users","user_id","True","application/json","71280-e984758c9379dc61.js"
"PUT","/api/v2/users/{user_id}/user_bookmarks/","users","user_id","True","application/json","71280-e984758c9379dc61.js"
"PUT","/api/v2/users/achievements/update/","users","","True","application/json","71280-e984758c9379dc61.js"
"POST","/api/v2/users/activate/","users","","True","application/json","71280-e984758c9379dc61.js"
"POST","/api/v2/users/admin/","users","","True","application/json","71280-e984758c9379dc61.js"
"POST","/api/v2/users/app-auth/code/","users","","True","application/json","71280-e984758c9379dc61.js"
"POST","/api/v2/users/app-auth/token/","users","","True","application/json","71280-e984758c9379dc61.js"
"GET","/api/v2/users/badges/{badge_id}/","users","badge_id","True",,"71280-e984758c9379dc61.js"
"GET","/api/v2/users/badges/{badge_id}/owners/","users","badge_id","True",,"71280-e984758c9379dc61.js"
"PUT","/api/v2/users/badges/update/","users","","True","application/json","71280-e984758c9379dc61.js"
"GET","/api/v2/users/bans/","users","","True",,"71280-e984758c9379dc61.js"
"GET","/api/v2/users/black-list/","users","","True",,"71280-e984758c9379dc61.js"
"POST","/api/v2/users/black-list/","users","","True","application/json","71280-e984758c9379dc61.js"
"DELETE","/api/v2/users/black-list/{block_id}/","users","block_id","True",,"71280-e984758c9379dc61.js"
"PUT","/api/v2/users/black-list/{block_id}/","users","block_id","True","application/json","71280-e984758c9379dc61.js"
"DELETE","/api/v2/users/current/","users","","True",,"71280-e984758c9379dc61.js"
"GET","/api/v2/users/current/","users","","True",,"71280-e984758c9379dc61.js"
"PUT","/api/v2/users/current/","users","","True","application/json","71280-e984758c9379dc61.js"
"GET","/api/v2/users/current/notify-settings/","users","","True",,"71280-e984758c9379dc61.js"
"DELETE","/api/v2/users/current/push-notifications/","users","","True",,"71280-e984758c9379dc61.js"
"POST","/api/v2/users/current/push-notifications/","users","","True","application/json","71280-e984758c9379dc61.js"
"POST","/api/v2/users/current/tour-reward/","users","","True","application/json","71280-e984758c9379dc61.js"
"POST","/api/v2/users/email-change/","users","","True","application/json","71280-e984758c9379dc61.js"
"GET","/api/v2/users/followers/","users","","True",,"71280-e984758c9379dc61.js"
"GET","/api/v2/users/friends-requests/friend/{friend_id}/","users","friend_id","True",,"71280-e984758c9379dc61.js"
"GET","/api/v2/users/have-card/{card_id}/","users","card_id","True",,"71280-e984758c9379dc61.js"
"POST","/api/v2/users/krakend/","users","","True","application/json","71280-e984758c9379dc61.js"
"POST","/api/v2/users/login/","users","","True","application/json","71280-e984758c9379dc61.js"
"POST","/api/v2/users/login/2fa/issue/","users","","True","application/json","71280-e984758c9379dc61.js"
"POST","/api/v2/users/login/2fa/verify/","users","","True","application/json","71280-e984758c9379dc61.js"
"POST","/api/v2/users/logout/","users","","True","application/json","71280-e984758c9379dc61.js"
"POST","/api/v2/users/logout-all/","users","","True","application/json","71280-e984758c9379dc61.js"
"GET","/api/v2/users/my-recommendations/","users","","True",,"71280-e984758c9379dc61.js"
"GET","/api/v2/users/notifications/","users","","True",,"71280-e984758c9379dc61.js"
"POST","/api/v2/users/notifications/create/","users","","True","application/json","71280-e984758c9379dc61.js"
"POST","/api/v2/users/notifications/delete/","users","","True","application/json","71280-e984758c9379dc61.js"
"GET","/api/v2/users/notifications/list-by-title/","users","","True",,"71280-e984758c9379dc61.js"
"POST","/api/v2/users/notifications/set-read/","users","","True","application/json","71280-e984758c9379dc61.js"
"GET","/api/v2/users/notifications/summary-by-title/","users","","True",,"71280-e984758c9379dc61.js"
"GET","/api/v2/users/notifications/summary-by-type/","users","","True",,"71280-e984758c9379dc61.js"
"GET","/api/v2/users/notifications/summary-total/","users","","True",,"71280-e984758c9379dc61.js"
"POST","/api/v2/users/password-change/","users","","True","application/json","71280-e984758c9379dc61.js"
"PUT","/api/v2/users/publishers-order/","users","","True","application/json","71280-e984758c9379dc61.js"
"GET","/api/v2/users/requests/","users","","True",,"71280-e984758c9379dc61.js"
"GET","/api/v2/users/requests/{id}/","users","id","True",,"71280-e984758c9379dc61.js"
"PUT","/api/v2/users/requests/{id}/cancel/","users","id","True","application/json","71280-e984758c9379dc61.js"
"GET","/api/v2/users/results/","users","","True",,"71280-e984758c9379dc61.js"
"GET","/api/v2/users/search-friends/","users","","True",,"71280-e984758c9379dc61.js"
"GET","/api/v2/users/sessions/","users","","True",,"71280-e984758c9379dc61.js"
"DELETE","/api/v2/users/sessions/{session_id}/","users","session_id","True",,"71280-e984758c9379dc61.js"
"POST","/api/v2/users/set-email/","users","","True","application/json","71280-e984758c9379dc61.js"
"POST","/api/v2/users/signup/","users","","True","application/json","71280-e984758c9379dc61.js"
"POST","/api/v2/users/social/mangalib/","users","","True","application/json","71280-e984758c9379dc61.js"
"POST","/api/v2/users/social/mangalib/bind/","users","","True","application/json","71280-e984758c9379dc61.js"
"POST","/api/v2/users/social/senkuro/","users","","True","application/json","71280-e984758c9379dc61.js"
"POST","/api/v2/users/social/senkuro/bind/","users","","True","application/json","71280-e984758c9379dc61.js"
"POST","/api/v2/users/social/shikimori/","users","","True","application/json","71280-e984758c9379dc61.js"
"POST","/api/v2/users/social/shikimori/bind/","users","","True","application/json","71280-e984758c9379dc61.js"
"POST","/api/v2/users/social/vk/","users","","True","application/json","71280-e984758c9379dc61.js"
"POST","/api/v2/users/social/vk/bind/","users","","True","application/json","71280-e984758c9379dc61.js"
"DELETE","/api/v2/users/subscribtion/","users","","True",,"71280-e984758c9379dc61.js"
"PUT","/api/v2/users/subscribtion/","users","","True","application/json","71280-e984758c9379dc61.js"
"GET","/api/v2/users/subscribtions/","users","","True",,"71280-e984758c9379dc61.js"
"GET","/api/v2/users/tickets/","users","","True",,"71280-e984758c9379dc61.js"
"POST","/api/v2/users/token/refresh/","users","","True","application/json","71280-e984758c9379dc61.js"
"GET","/api/v2/users/top/","users","","True",,"71280-e984758c9379dc61.js"
"GET","/api/v2/users/top/place/","users","","True",,"71280-e984758c9379dc61.js"
"POST","/api/v3/users/password-change/","users","","True","application/json","71280-e984758c9379dc61.js"
